# tag,kind -- 细分分类（大类/子类），未列出 = 未分类；改规则请改 _dev_tests/_gen_tag_kind.py 重跑
nishizumi_miho_(cosplay),style/medium
nissin_cup_noodle,object/food
nissin_cup_noodle_curry,object/food
nissin_cup_noodle_seafood,object/food
nitta_minami_(cosplay),style/medium
no_ahoge,person/hair
no_ai_logo,style/quality
no_animal_ears,person/body
no_anus,sex/body
no_apron,clothing/whole
no_armor,clothing/accessory
no_blindfold,clothing/head
no_bra,clothing/top
no_brand_girls,person/count
no_cape,clothing/top
no_cardigan,clothing/top
no_choker,clothing/accessory
no_coat,clothing/top
no_earrings,clothing/accessory
no_ears,person/body
no_entry_sign,object/tool
no_eyebrows,person/eyes
no_eyelashes,person/eyes
no_eyepatch,clothing/accessory
no_eyes,person/eyes
no_feet,person/body
no_fingers,person/body
no_footwear,clothing/footwear
no_freckles,person/body
no_gloves,clothing/accessory
no_goggles,clothing/accessory
no_hair_bow,clothing/head
no_hair_ornament,clothing/head
no_hairband,clothing/head
no_hands,person/body
no_hands_paizuri,person/body
no_headband,clothing/head
no_headwear,clothing/head
no_helmet,clothing/head
no_heterochromia,person/eyes
no_hood,clothing/head
no_humans,person/count
no_jacket,clothing/top
no_lady_on_twitter_can_recreate_this_(meme),object/food
no_legwear,clothing/legwear
no_leotard,clothing/whole
no_lineart,style/medium
no_lips,person/body
no_male_underwear,person/count
no_mask,clothing/head
no_mole,person/body
no_mouth,person/body
no_navel,person/body
no_neck,person/body
no_necktie,clothing/accessory
no_nose,person/body
no_pants,clothing/bottom
no_parking_sign,object/tool
no_penis,sex/body
no_prosthetic_arm,person/body
no_prosthetic_leg,person/body
no_pupils,person/eyes
no_pussy,sex/body
no_ribbon,clothing/head
no_scar,person/body
no_scarf,clothing/accessory
no_sclera,person/eyes
no_shading,style/color
no_shirt,clothing/top
no_shoes,clothing/footwear
no_show_socks,clothing/legwear
no_skin,person/body
no_skirt,clothing/bottom
no_socks,clothing/legwear
no_stopping_sign,object/tool
no_tattoo,person/body
no_teeth,person/body
no_toes,person/body
no_toilet_paper,scene/indoor
no_u_turn_sign,object/tool
no_vest,clothing/top
noah_(d.gray_man),person/count
noah_hat_(ragnarok_online),clothing/head
nobiiru_arm,person/body
noble_academy_school_uniform,clothing/whole
nodding_head,person/body
noel_vermillion_(cosplay),style/medium
noelle_(genshin_impact)_(cosplay),style/medium
noh_mask,clothing/head
nohrian_butler_uniform,clothing/whole
nohrian_maid_uniform,clothing/whole
noisy_oral,sex/act
nokotan_entering_a_classroom_(meme),scene/indoor
nomura_tetsuya_(style),style/medium
non_binary_flag,object/tool
non_euclidean_masturbation,sex/act
non_euclidean_penetration,sex/act
non_euclidean_sex,sex/act
non_humanoid_machine,person/count
non_humanoid_robot,person/count
non_mammal_areolas,sex/body
non_mammal_balls,object/toy
non_mammal_breasts,person/body
non_mammal_ears,person/body
non_mammal_hair,person/hair
non_mammal_lactation,sex/act
non_mammal_mastectomy_scar,person/body
non_mammal_navel,person/body
non_mammal_pussy,sex/body
non_mammal_vulva,sex/body
nontraditional_poke_ball,object/toy
nontraditional_school_swimsuit,clothing/whole
nontraditional_wedding_dress,clothing/whole
noodle_arms,person/body
noodles,object/food
noppo_bread,object/food
normal_suit,clothing/whole
normal_suit_(gundam),clothing/whole
normal_suit_(metroid),clothing/whole
north_korean_flag,object/tool
northern_ocean_hime_(cosplay),style/medium
northern_ocean_princess_(cosplay),style/medium
norwegian_flag,object/tool
nose,person/body
nose_art,person/body
nose_beak,person/body
nose_blush,expression/face
nose_boop,person/body
nose_bridge_piercing,person/body
nose_bubble,person/body
nose_cannon,person/body
nose_chain,person/body
nose_expansion,person/body
nose_hook,person/body
nose_horn,person/body
nose_kiss,person/body
nose_leash,sex/gear
nose_lick,person/body
nose_markings,person/body
nose_pads,person/body
nose_picking,person/body
nose_piercing,person/body
nose_pinch,person/body
nose_plug,sex/gear
nose_plugs,sex/gear
nose_ring,clothing/accessory
nose_ring_pull,clothing/accessory
nose_scar,person/body
nose_shade,person/body
nose_size_difference,person/body
nose_spike,person/body
nose_stud,person/body
nose_tape,person/body
nose_to_anus,sex/body
nose_to_nose,person/body
nose_tube,person/body
nose_tuft,person/body
nose_wrinkle,person/body
noses_touching,person/body
nostril_ring,clothing/accessory
not_afraid_anymore,expression/face
not_furry_focus,camera/framing
not_furry_wearing_fursuit,clothing/other
notched_ear,person/body
notched_ears,person/body
notched_leaf,scene/nature
note_(gatchaman_crowds),person/count
notebook,object/tool
notebook_paper_background,scene/background
noumi_kudryavka_(cosplay),style/medium
novelty_clothing,clothing/other
novelty_glasses,clothing/accessory
novelty_sex_toy,sex/act
noveske_space_invader,scene/sky
nowi_(fire_emblem)_(cosplay),style/medium
nozomi_(blue_archive)_(cosplay),style/medium
nozzle_on_belly,person/body
nub_chastity_cage,object/tool
nubbed_dildo,sex/gear
nubbed_penis,sex/body
nubbed_tentacles,sex/gear
nuclear_weapon,object/weapon
nude,sex/act
nude_ambiguous,sex/act
nude_andromorph,sex/act
nude_anthro,sex/act
nude_beach,sex/act
nude_cover,sex/act
nude_female,sex/act
nude_female_clothed_male,sex/act
nude_feral,sex/act
nude_fight,sex/act
nude_gynomorph,sex/act
nude_herm,sex/act
nude_hiking,sex/act
nude_human,sex/act
nude_humanoid,sex/act
nude_in_front_of_audience,sex/act
nude_in_front_of_computer,sex/act
nude_intersex,sex/act
nude_library,sex/act
nude_macro,sex/act
nude_male,sex/act
nude_male_nude_female,sex/act
nude_maleherm,sex/act
nude_micro,sex/act
nude_modeling,sex/act
nude_modelling,sex/act
nude_park,sex/act
nude_photo,style/medium
nude_pred,sex/act
nude_prey,sex/act
nude_sunbathing,sex/act
nude_taur,sex/act
nude_to_clothed,sex/act
nude_workout,sex/act
nude_wrestling,sex/act
nudist_beach,scene/outdoor
nudist_beach_uniform,clothing/whole
nudity_curse,sex/act
nue_day,scene/sky
nukunuku_nigirimeshi_(style),style/medium
null_masturbation,sex/act
number_background,scene/background
number_balloon,object/toy
number_candle,object/tool
number_earrings,clothing/accessory
number_glasses,clothing/accessory
number_hair_ornament,clothing/head
number_on_clothing,clothing/other
number_on_shirt,clothing/top
number_on_t_shirt,clothing/top
number_sign,object/tool
number_tattoo,person/body
numbered_anal_beads,sex/body
numbered_ear_tag,person/body
numbered_flag,object/tool
numbers'_uniform,clothing/whole
numbers_above_head,person/body
nun_outfit,clothing/whole
nun_veil,clothing/head
nurse_cap,clothing/head
nurse_clothing,clothing/other
nurse_dress,clothing/whole
nurse_hat,clothing/head
nurse_headwear,clothing/head
nurse_uniform,clothing/whole
nursing_handjob,sex/act
nut_(food),object/food
nut_(fruit),object/food
nut_hair_ornament,clothing/head
nuzzling_penis,sex/body
nva_uniform,clothing/whole
nyannyan_cat's_eye_(idolmaster),person/eyes
nyantcha_(style),style/medium
nyarlathotep_(nyaruko_san)_(cosplay),style/medium
nylon_stockings,clothing/legwear
o_arms,person/body
o_ring,clothing/accessory
o_ring_arm_strap,clothing/accessory
o_ring_belly_chain,clothing/accessory
o_ring_belt,clothing/accessory
o_ring_bikini,clothing/whole
o_ring_bikini_bottom,clothing/whole
o_ring_bikini_top,clothing/whole
o_ring_bottom,clothing/accessory
o_ring_bra,clothing/top
o_ring_choker,clothing/accessory
o_ring_collar,clothing/accessory
o_ring_dress,clothing/whole
o_ring_garter_belt,clothing/legwear
o_ring_harness,clothing/accessory
o_ring_legwear,clothing/legwear
o_ring_legwear_garter,clothing/legwear
o_ring_leotard,clothing/whole
o_ring_necktie,clothing/accessory
o_ring_panties,clothing/accessory
o_ring_strap,clothing/accessory
o_ring_swimsuit,clothing/whole
o_ring_swimwear,clothing/accessory
o_ring_thigh_strap,clothing/accessory
o_ring_top,clothing/accessory
oak_cake_roll_(honkai:_star_rail),object/food
oak_leaf,scene/nature
oak_tree,scene/nature
obata_takeshi_(style),style/medium
obelisk_blue_uniform,clothing/whole
obese_female,person/count
obese_human,person/count
obese_humanoid,person/count
obese_male,person/count
obi_bow,clothing/head
obi_wan_kenobi_(cosplay),style/medium
object_behind_ear,person/body
object_belt,clothing/accessory
object_between_breasts,person/body
object_between_cheeks,person/body
object_between_legs,person/body
object_between_toes,person/body
object_floating_above_hand,person/body
object_focus,camera/framing
object_in_ass,person/body
object_in_bra,clothing/top
object_in_clothes,clothing/other
object_in_hand,person/body
object_in_mouth,person/body
object_in_penis,sex/body
object_in_pussy,sex/body
object_in_sheath,object/weapon
object_in_stomach,person/body
object_in_swimsuit,clothing/whole
object_insertion,sex/act
object_insertion_from_behind,camera/angle
object_motion_path,scene/outdoor
object_on_ass,person/body
object_on_breast,person/body
object_on_head,person/body
object_on_shoulder,person/body
object_penetration,sex/act
object_shot,camera/shot
object_through_head,person/body
object_to_humanoid,person/count
object_to_mouth,person/body
objects_in_condom,sex/gear
objects_in_cum,sex/act
obligation_chocolate,object/food
oblivious_nudity,sex/act
oblivious_sex,sex/act
obscured_anal,sex/body
obscured_character,person/count
obscured_cunnilingus,sex/act
obscured_eyes,person/eyes
obscured_face,person/body
obscured_fellatio,sex/act
obscured_masturbation,sex/act
obscured_mouth,person/body
obscured_oral,sex/act
obscured_penetration,sex/act
obscured_penis,sex/body
obscured_pussy,sex/body
obscured_sex,sex/act
obstructed_eye,person/eyes
obstructed_eyes,person/eyes
occult_ball,object/toy
ocean,scene/nature
ochazuke_(food),object/food
octavinelle_dorm_uniform,clothing/whole
octo_shot_(splatoon),camera/shot
octoleet_goggles_(splatoon),clothing/accessory
octopus_(food),object/food
octopus_boy,person/count
octopus_earrings,clothing/accessory
octopus_girl,person/count
octopus_hair_ornament,clothing/head
octopus_tattoo,person/body
octopus_tentacles,sex/gear
oda_eiichirou_(style),style/medium
odaiba_girls_high_school_uniform,clothing/whole
odaiba_middle_school_uniform,clothing/whole
oddly_specific_shirts_(meme),clothing/top
odogaron_(armor),clothing/accessory
oenothera_(flower),scene/nature
oerlikon_20mm_gun,object/weapon
off_color_semen,sex/body
off_shoulder,person/body
off_shoulder_bandeau,person/body
off_shoulder_bikini,clothing/whole
off_shoulder_blouse,clothing/top
off_shoulder_capelet,person/body
off_shoulder_cardigan,clothing/top
off_shoulder_coat,clothing/top
off_shoulder_dress,clothing/whole
off_shoulder_jacket,clothing/top
off_shoulder_kimono,clothing/whole
off_shoulder_leotard,clothing/whole
off_shoulder_one_piece_swimsuit,clothing/whole
off_shoulder_shirt,clothing/top
off_shoulder_sweater,clothing/top
off_shoulder_top,person/body
offensive_skill_book_(azur_lane),object/tool
offering_collar,clothing/accessory
offering_condom,sex/gear
offering_drink,object/food
offering_food,object/food
offering_hand,person/body
offering_hand_to_another,person/body
offering_hug,expression/action
offering_leash,sex/gear
offering_milk,object/food
offering_money,object/tool
offering_sex,sex/act
office,scene/indoor
office_chair,scene/indoor
office_clothing,clothing/other
office_desk,scene/indoor
office_lady,scene/indoor
office_sex,sex/act
officer_uniform,clothing/whole
official_alternate_costume,clothing/whole
official_alternate_eye_color,person/eyes
official_alternate_hair_color,person/hair
official_alternate_hair_length,person/hair
official_alternate_hair_ornament,clothing/head
official_alternate_skin_color,person/body
official_art_inset,style/quality
official_art_nude_filter,style/quality
official_cosplay,style/medium
official_style,style/medium
offscreen_character,person/count
offscreen_female,person/count
offscreen_human,person/count
offscreen_penetration,sex/act
offscreen_sex,sex/act
ofuda_between_fingers,person/body
ofuda_earrings,clothing/accessory
ofuda_on_breast,person/body
ofuda_on_clothes,clothing/other
ofuda_on_forehead,person/body
ofuda_on_head,person/body
ofuda_on_leg,person/body
ofuda_on_pussy,sex/body
ofuda_on_vulva,sex/body
ofuda_over_one_eye,person/eyes
ogino_chihiro_(cosplay),style/medium
ohagi_(food),object/food
ohananomitsu_high_school_uniform,clothing/whole
ohananomitsu_middle_school_uniform,clothing/whole
ohisashiburi_(style),style/medium
ohtori_academy_school_uniform,clothing/whole
oikawa_shizuku_(cosplay),style/medium
oil_can,object/food
oil_cum,sex/act
oil_lamp,object/tool
oil_paper_umbrella,object/tool
oiled_butt,person/body
ojigi_(bowing),expression/pose
ojou_laugh,expression/face
ojou_sama_pose,expression/pose
ok_sign,expression/action
ok_sign_over_eye,expression/action
okamoto_condoms,sex/gear
okapi_ears,person/body
okfams_(group),person/count
okina_mask,clothing/head
okita_souji_(koha_ace)_(cosplay),style/medium
oktavia_von_seckendorff_(cosplay),style/medium
okumura_haru_(cosplay),style/medium
old_fashioned_donut,object/food
old_fashioned_swimsuit,clothing/whole
old_maid,clothing/whole
old_maid_alliance_(touhou),clothing/whole
old_man,person/count
old_school_swimsuit,clothing/whole
old_woman,person/count
older_female,person/count
older_female_and_younger_male,person/count
older_female_younger_male,person/count
older_feral_younger_human,person/count
older_human,person/count
older_humanoid,person/count
older_male,person/count
older_male_and_younger_female,person/count
older_male_younger_female,person/count
older_male_younger_male,person/count
older_man_and_younger_girl,person/count
older_man_and_younger_man,person/count
older_man_and_younger_woman,person/count
older_on_child,person/count
older_on_loli,person/count
older_on_shota,person/count
older_pov,camera/angle
older_rape,sex/act
older_woman_and_younger_girl,person/count
older_woman_and_younger_man,person/count
olimar_(cosplay),style/medium
olive_(fruit),object/food
olive_branch,scene/nature
olive_eyes,person/eyes
olivia_(fire_emblem)_(cosplay),style/medium
olmec_head,person/body
olympic_rings,clothing/accessory
oma_kokichi_(cosplay),style/medium
omega_sword,object/weapon
ominous_background,scene/background
omni_tool,object/tool
omocat_(style),style/medium
on_arm,person/body
on_back,person/body
on_ball,object/toy
on_balloon,object/toy
on_balls,object/toy
on_banana,object/food
on_bed,object/other
on_book,object/tool
on_box,object/tool
on_branch,scene/nature
on_breasts,person/body
on_butt,person/body
on_chair,object/other
on_chest,person/body
on_couch,object/other
on_crate,object/tool
on_desk,object/other
on_elbow,person/body
on_face,person/body
on_fence,scene/outdoor
on_finger,person/body
on_flower,scene/nature
on_food,object/food
on_foot,person/body
on_glass,object/food
on_glass_surface,object/food
on_grass,scene/nature
on_hand,person/body
on_head,person/body
on_hind_legs,person/body
on_hood,clothing/head
on_knee,person/body
on_ladder,scene/outdoor
on_leaf,scene/nature
on_leg,person/body
on_mini_planet,scene/sky
on_model_vs_in_your_style_challenge,style/medium
on_moon,scene/sky
on_nose,person/body
on_one_hand,person/body
on_one_knee,person/body
on_one_leg,person/body
on_penis,sex/body
on_person,person/count
on_phone,object/tool
on_piano,object/tool
on_pillow,object/other
on_plate,object/food
on_pool_toy,scene/outdoor
on_rock,scene/nature
on_rooftop,scene/outdoor
on_sand,scene/nature
on_shelf,object/other
on_shoulder,person/body
on_shoulders,person/body
on_side_handjob,sex/act
on_sofa,object/other
on_stairs,scene/outdoor
on_stomach,person/body
on_stool,object/other
on_style,style/medium
on_swim_ring,clothing/accessory
on_table,object/other
on_the_moon,scene/sky
on_the_phone,object/tool
